;Column1;level_0;Id;Text;Label
340;340;61718;61718;@Tim_Roehn @Karl_Lauterbach Das ist Wahnsinn. Wir haben lauter unfähige Irre in der Regierung sitzen. Die scheinbar die Reste diese Gesellschaft/Individualität zerstören wollen,  um ein neues ideologisch aufgeladenes Kollektiv zu erschaffen. Eine Welt in der es wieder „DEN FEIND“ geben wird! #Widerstand;Choose�
341;341;85853;85853;"@JoSteiniger Nix. Der würde das genauso aussitzen wie Andy Scheuer den ganzen Mist, der er in der letzten LP gemacht hat. 
Das ganze Konzept von politischer  Verantwortung ist aus der Mode gekommen.";Choose�
342;342;51350;51350;@Karl_Lauterbach Ja aber da sind die Ungeimpften selber Schuld verdammte scheiße nochmal wann geht das endlich in Ihren Kopf rein!!!! Wieso sollte man sich für solche Leute noch einschränken? Haben die halt pech gehabt ganz einfach!;Choose�
343;343;29477;29477;@Fan_Tas_Tisch @cad59 Funktioniert nicht mit freiwillig vernünftig - zu sehen in Österreichs Skigebieten: als Maskenträger in der Schlange / Gondel ist man die totale Ausnahme.;Choose�
344;344;83622;83622;@janoschdahmen @dieschmidt @DirkWieseSPD @till_steffen @KatrinHelling @MAStrackZi Ihr seid so lächerlich. Also wer 3 mal geimpft ist, ist im Herbst Immune? LOL. Obwohl nachweißlich die Immunität nach 3 Monate quasi 0 ist? Lächerliches Zirkus.;Choose�
345;345;9789;9789;@J_Pahlke Ach ja, glatt vergessen, DU BIST EIN SCHLEPPER!!;Choose�
346;346;22905;22905;"@kh38543 @OlafScholz kann sich den sonst wohin schieben. Sollte Mal fragen was die für ein Mist in #Wuhan betrieben haben. Wo ist da die #Solidarität? Den #Impfstoff &amp; alles weitere können sich diese #Schwachmatten selbst in die Arme Jagen. Die sollen noch Mal von Solidarität sprechen!😡";Choose�
347;347;51094;51094;@HenrijsDE @KuehniKev @MarcSpeicher @tobiashans @jusaar @freddibecker @cdu_saar @CDA_Bund @CDU @Junge_Union @_FriedrichMerz @_laurakraemer @Sel_Erb Alter, du hast echt die vergoldeten Scheuklappen auf. Widerlicher Vogel.;Choose�
348;348;26511;26511;"@WeiseKai @ronzheimer @BILD @MelnykAndrij @Ralf_Stegner @ManfredWeber @SLagodinsky Ja, wohl eher DM 12. Macht Euch nicht lächerlich.
Seit Ulfkotte weißdas jeder wie so etwas funktioniert.
Wann kommen die getöteten Babies?";Choose�
349;349;65371;65371;@StBrandner Du und ehrlich? Eher friert die Hölle zu. #haltdiefresseafd;Choose�
350;350;22411;22411;@c_lindner Also was für ein Witz und eine klatsche für die gesamte Bevölkerung. Bedürftige kriegen Almosen, Renter die ihr Leben lang gearbeitet haben gehen leer aus und die die hart arbeiten gehen, egal ob gering oder Besserverdiener gehen leer aus. @GrueneBundestag @OlafScholz;Choose�
351;351;9516;9516;"@TFruehmark Da gehe ich von aus. Das Problem ist doch: wenn asoziale Politik dem Staat mehr Geld bringt und/oder der Wirtschaft hilft, während sie den 'normalen Bürger' Geld und Sicherheit kostet, dann findet sich kaum eine Partei, die das nicht gut findet. 
@Ricarda_Lang @KuehniKev";Choose�
352;352;83230;83230;"@DingoSaar @OlafScholz @ABaerbock @c_lindner @_FriedrichMerz @KfW @spdde @FranziskaGiffey @n_roettgen Also ein Unioner, 
Jung er is jot
😅😂🤣
isch Block dich, einer der einer Partei folgt die unser Land in den Abgrund geführt hat den blocke ich lieber, was du hier bringst ist Blödsinn!";Choose�
353;353;38264;38264;"@casolution @JurgenSprenger @asta_die @keyseraasoze @Orchid05644140 @n_roettgen Es kämpfen Nazis. Insbesondere von russischer Seite. Putin ist ein Nazi wie aus dem Bilderbuch. Fehlt nur noch ein ""Überfall"" auf einen russischen Sender in Grenznähe als Anlass für einen Krieg.";Choose�
354;354;85227;85227;@Forestman451 @SchulenSchnell @janoschdahmen @GoeringEckardt Erstens Kontext (von mir exakt benannt). Zweitens scheinbar mein einziger Tweet, jedenfalls bei jenen, die mal ihr System von Lochkarte auf digital umrüsten sollten. Aber allgemein: Trolle füttern, das lohnt sich nicht.;Choose�
355;355;29280;29280;@MarcoBuschmann In Hamburg wird alles Voraussichtlich nach strenger. So richtig funktioniert das Gesetz nicht. In dieser Woche war ich in UK (London), FR (Normandie), BE (Brüssel) und NL (Rotterdamm). Irgendwie ist es über freier als bei uns! Wie kommt das? Das warum ein DE Sonderweg?;Choose�
356;356;59449;59449;@BMG_Bund @Karl_Lauterbach @ZDF Rückfall wohin? In eine Zeit bevor Ihr Verbrecher noch Verbrecher ward und Euch nicht Regierung schimpfen durftet? Hach wäre das herrlich!;Choose�
357;357;15816;15816;@Koboldblau2 @EskenSaskia Ganz schön dreist, das Du das glaubst, @Koboldblau2;Choose�
358;358;34304;34304;@mehmedkoenig @ErbenKongs @n_roettgen Nee Troll du mal woanders rum, immer die NICHT DEUTSCHEN labern hier so ein Scheiß 🤨.;Choose�
359;359;75265;75265;@janoschdahmen Eine Impfpflicht für eine ErregerMutation, die noch niemand kennt, mit Impfstoff der nicht einmal gegen Omikron wirkt. Lächerlich. Was zahlt Pfizer eigentlich, das ihr alle so geil auf die Impfpflicht seid?;Choose�
360;360;48383;48383;Auch die neue Regierung zeigt, wie sehr ihr Klinikpersonal am Arsch vorbei geht. Mehr Geld? Nein. Dafür aber mehr Arbeit, da Wegfall fast aller Schutzmaßnahmen bei jetzt schon am Limit arbeitenenden Kliniken. Mitgetragen von @Karl_Lauterbach;Choose�
361;361;75905;75905;@jeha2019 @janoschdahmen Ist halt wie früher… wenn jemand eine andere Meinung hatte, war er Ketzer, Andersgläubiger, Illuminat … whatever;Choose�
362;362;67735;67735;@ProEuropa4 @StBrandner Komm du Troll ! Bei dem Thema bist du hier an der komplett falschen Adresse ! Wende dich and die SPD oder die Grünen .;Choose�
363;363;85072;85072;"@sven_kindler @janoschdahmen Müssen ja ""rechte Querdenker"" sein, niemand anderes würde Kritik üben. Verurteilen Sie eigentlich Verallgemeinerungen  nur bei anderen?";Choose�
364;364;24568;24568;"@Die_Schlag @OlafScholz @bkagvat Nichts da, ich war vor Dir da und mache es schon für 1 Mio.
Dafür wurde ich sogar eine nette Animation mit Blender gleich noch hinzuliefern ;-) 
Wie kann man dafür 60 Mio. ausgeben???? 😭";Choose�
365;365;18287;18287;@RKiesewetter ich habe 800 Euro Rente sie haben 9000 Euro im Monat.pfui Teufel 😈;Choose�
366;366;80219;80219;@AnAudretsch Außerdem stört mich an der Impfpflicht Debatte die Lust am Sadismus. Glauben Sie,dass zig Millionen Menschen sich frei fühlen, wenn sie über Monate Opfer von Ausgrenzung und Hetze der eigenen Regierung sind? Und das ohne Grund,die ganze G-Schikane ist medizinisch nicht begründbar;Choose�
367;367;29924;29924;"@KFL3011 @Karl_Lauterbach @MarcoBuschmann Also.. Wenn die Maske was bringt.. Wieso gibt's dann dauernd neue Infektionen? Genauso bei der Impfung? Dude, trag doch deine hirnlose Maske weiter aber lass mich gefälligst Atmen.
Gruß von ner ungeimpften Risikopatientin die voll auf Schwurbelkurs ist, kek.";Choose�
368;368;64003;64003;@StBrandner Halt einfach die Schnauze Faschist;Choose�
369;369;37159;37159;"@AnneWillTalk @SAlbustin @annewill @c_lindner @n_roettgen @LjudmylaMelnyk @WaltrautDunz @valstsgriba @DasErste Leute, warum schaut ihr euch n och immer diese Talkshows an, habt ihr so viel Langeweile und könnt eure Zeit nicht anders verbringen? Ich hingegen werden wieder in mein Buch schauen und Goethes Faust lesen.
Da geht es auch um den Teufel.";Choose�
370;370;57419;57419;"@spdde @Inselkind16 @larsklingbeil Kommen jetzt schon die ""Blut, Schweiß &amp; Tränen""-Reden von der SPD?? 

Si vis pacem, para bellum!";Choose�
371;371;4332;4332;@Linksfraktion @DietmarBartsch @RND_de Hä? Ihr wollt doch weitere Sozialmigration. Die Kosten von fast 30 Mrd. €/ a für Scheinasylanten verheimlicht ihr doch. Ihr seid Heuchler! https://t.co/u9B5HL3w0X;Choose�
372;372;5806;5806;@Beatrix_vStorch @GoeringEckardt Sie gehören auch zum BT? Also müssen sie auch lügen? Das wäre danach ja auch logisch?! Na ja, sie nannten ja auch ALLE Heuchler!? Ach, lassen sie den Blödsinn.;Choose�
373;373;8926;8926;"@Kalle3D @a_nineties @Rattigall @TabeaRoessner Das ist natürlich auch Attention Bias, ist ganz normal.
Trotzdem ist die Häufung der Nebenwirkungen schon erschreckend, man sehe sich nur mal die Pfizer Dokumente an.
(Dr John Campbell ist kein Impfgegner)

https://t.co/5ZTVpRrFm9";Choose�
374;374;80724;80724;@AnAudretsch Du bist ja ein ganz aalglatter Hecht.😵‍💫;Choose�
375;375;14157;14157;@Anne_Margs @jamila_anna @Ricarda_Lang Stehst du also auf fette fotzen;Choose�
376;376;47441;47441;@KatjaMast @spdbt @GrueneBundestag @fdpbt Qualifikation verlangt.Hier kann man nicht wie man möchte sein Gewerbe betreiben,x Weiterbildungspflichten mit Nachweisen sonst Laden zu, Mitarbeiter sind raus bei fehlenden Scheinen und da kann der Bürger,zu Recht,auch dies bei Politik fordern.Wären eigentlich sonst H4 Fälle🙈🙈;Choose�
377;377;16806;16806;"@_____137_____ @th_sattelberger @BerndRuetzel @nadjasthamer @Melis_S RKI und Daten 😂😂😂
Hat man bei so vielen anderen Sachen gesehen.
Null Follower Troll";Choose�
378;378;27004;27004;@janoschdahmen @dieschmidt @DirkWieseSPD @till_steffen @KatrinHelling @MAStrackZi Du bist ein elendiger Verbrecher;Choose�
379;379;17080;17080;"@yooHannes Ja genau, Überlastung wie letztes und vorletztes Jahr. 🤦‍♂️🤦‍♂️ 
Sie sind kein Arzt, sondern ein Scharlatan und Dummschwätzer!";Choose�
380;380;3276;3276;"@NicoleGohlke Yep, haben Sie Recht. 

Leider ist die Position von dieGruenen und dieLinke ansonsten auch, ""lass mal eine wilde Hygienediktatur"" aufbauen. 
Brutal. Unmenschlich. 

#FreedomDay";Choose�
381;381;40472;40472;@PhilHackemann @MelnykAndrij FDP und Masken Freak passt ja... sowas wie dich sollten wir der Ukraine als Söldner zur Verfügung stellen da du es offensichtlich kaum erwarten kannst durch Hetzer wie #Melnyk in einen Krieg gezogen zu werden. @c_lindner was für seltsames Personal sammelt sich bei ihnen an?;Choose�
382;382;38394;38394;@christophploss @cducsubt Heuchler;Choose�
383;383;53874;53874;@AeliaVicusPlave @BMG_Bund @Karl_Lauterbach Naww, denkst du ich kann deinen Kommentar nicht lesen wenn du mich blockst Troll? https://t.co/qIzlEFvvwA;Choose�
384;384;25406;25406;@Ralf_Stegner @Karl_Lauterbach Kranker Verbrecher... https://t.co/GKq3z4mLfA;Choose�
385;385;10477;10477;@UllmannMdB @DJanecek @GydeJ @KonstantinKuhle @f_mascheck @PaulaPiechotta @K_SA Warum hat man nicht die Größe, zu sagen: lassen wir den Mist, wir haben uns geirrt ?;Choose�
386;386;83526;83526;@janoschdahmen @dieschmidt @DirkWieseSPD @till_steffen @KatrinHelling @MAStrackZi Na das ist doch mal ein Träumchen eines politisch ambitionierten Narrativs. Erinnert an das Management der 60'er Jahre. Nur nicht eingestehen, sonst gerät man ggf. ins Schwanken. Meine Frau wählte grün und ist nun desillusioniert. Kein Lob!;Choose�
387;387;23237;23237;@RaulSemmler @OlafScholz @AufstandLastGen @DanniPilger @Tagesspiegel @sixtus @dpa @Reuters @RND_de @JoergAltSJ Und ich hätte es gerne noch viel öfter gehört du Vollpfosten;Choose�
388;388;39165;39165;@JuliaKloeckner Bloß nicht den Spalter und Hetzer!!!;Choose�
389;389;59993;59993;"@Karl_Lauterbach @annewill Kalli 
Bei dieser Sendung hast du dich als dreister Lügner enttarnt! 
""Die Impfungen sind mehr oder weniger Nebenwirkungsfrei"" 
Das ist eine Lüge ! 
Ich forde deinen 
Du bist es nicht wert gesiezt zu werden 
Rücktritt! 
Wegen lügen!";Choose�
390;390;11177;11177;@Gabriel15184745 @cem_oezdemir @DerDanyal Das ist nicht korrekt, für die Flüchtlinge in der Türkei haben NGOs in der Türkei sage und schreibe 400€ pro Flüchtling pro Jahr erhalten. Erdogan hat keinen Cent erhalten. Einfach mal informieren;Choose�
391;391;44764;44764;"@GenervtFrau @JoyMeckes @Karl_Lauterbach Das war soweit klar.
Sollte alles auffliegen, dann ist da derart viel Schmutz, es sind so viele Mittäter, das man  nicht nur ihn alleine kassieren kann. 
Der ganze Apparat ist ein korrupter Haufen, das geht schon Jahre so.";Choose�
392;392;47950;47950;@eiskalt76 @Karl_Lauterbach Egal wie niedrig die Latte des Niveaus hängt.. Du gehst aufrecht drunter durch 🤦‍♂️🤦‍♂️;Choose�
393;393;15053;15053;@Patrick84575844 @iniko_n @Buster_InShorts @Karl_Lauterbach @hubertus_heil Danke ! Du ersparst mir das Suchen. Obwohl das bei diesem Hirni kaum was nutzen wird. https://t.co/cULXkdw1fh;Choose�
394;394;65441;65441;@HirrscherVince @JoachimM2703 @StBrandner Ha. Also bist du das Großmaul.;Choose�
395;395;18917;18917;@SerapGueler Was hat haben sich die Presse nicht alles aufgeregt als bei der Rückkehr der Soldaten aus Afghanistan kein Minister und auch AKK nicht da waren. Bei der Fregatte Bayern heute in Wilhelmshaven hat Frau Lambrecht keine Zeit. Bei SPD ist es also wurscht,nur bei CDU regt man sich auf;Choose�
396;396;18804;18804;@MatthiasHauer Nah ihr Schwetzer hat euch mal Putin den Hammer gezeigt mit Recht eure kriminelle Existenz der europäischen Union ist gescheitert.;Choose�
397;397;23323;23323;"@RaphaelBrinkert @OlafScholz Ja, genau.
Ein Korrupter Nicht-Sozialdemokrat und eine Unionspolitikerin die 16 Jahre lang, mit ihrem Gesicht, von einem ganzen Haufen antidemokratischer und korrupter weißer Männer abgelenkt hat.
Besser als die Nazi-AfD, aber leider auch nicht mehr...";Choose�
398;398;58438;58438;@Cashley60847851 @argonerd @Karl_Lauterbach @BillGates Ich sehe da nur alte Menschen, klar denen interessiert die nächste Generation einen Scheiss.;Choose�
399;399;26980;26980;@TorbenCidekis @hallali6 @Eddy_Bernayz @janoschdahmen @dieschmidt @DirkWieseSPD @till_steffen @KatrinHelling @MAStrackZi Welche stärkere Mutanten? Schmeiß deine Kristallkugel weg scheint kaputt zu sein du Vogel🤦🏼und an so eine scheiße glaubst du;Choose�
